CBOP,Suburb,Population
Others,Abbotsford (NSW),1482.0
Others,Acacia Gardens,1064.0
Others,Agnes Banks,120.0
Others,Airds,708.0
Others,Alexandria,2324.0
Others,Alfords Point,608.0
Others,Alison (Central Coast - NSW),18.0
Others,Allambie Heights,1173.0
Others,Allawah,2225.0
Others,Ambarvale,1950.0
Others,Annandale (NSW),2255.0
Others,Annangrove,208.0
Others,Appin (NSW),314.0
Others,Arcadia (NSW),169.0
Others,Arncliffe,4260.0
Others,Arndell Park,21.0
Others,Artarmon,3153.0
Others,Ashbury,913.0
Others,Ashcroft,1289.0
Others,Ashfield (NSW),8822.0
Others,Asquith,735.0
Others,Auburn (NSW),18687.0
Others,Austral,1078.0
Others,Avalon Beach,1479.0
Others,Avoca Beach,589.0
Others,Badgerys Creek,54.0
Others,Balgowlah,1798.0
Others,Balgowlah Heights,648.0
Others,Balmain,2511.0
Others,Balmain East,465.0
Others,Bangor (NSW),721.0
Others,Banksia,1373.0
Others,Banksmeadow,1.0
Others,Bankstown,13026.0
Others,Bar Point,13.0
Others,Barangaroo,111.0
Others,Barden Ridge,541.0
Others,Bardia,561.0
Others,Bardwell Park,528.0
Others,Bardwell Valley,708.0
Others,Bargo,519.0
Others,Bass Hill,2782.0
Others,Bateau Bay,1360.0
Others,Baulkham Hills,8791.0
Others,Bayview (NSW),668.0
Others,Beacon Hill,1517.0
Others,Beaconsfield (NSW),291.0
Others,Beaumont Hills,2548.0
Others,Beecroft,1921.0
Others,Belfield,2159.0
Others,Belimbla Park,76.0
Others,Bell (NSW),4.0
Others,Bella Vista,2457.0
Others,Bellevue Hill,3401.0
Others,Belmore,5542.0
Others,Belrose,1815.0
Others,Bensville,243.0
Others,Berala,3308.0
Others,Berambing,14.0
Others,Berkeley Vale,771.0
Others,Berkshire Park,410.0
Others,Berowra,733.0
Others,Berowra Creek,7.0
Others,Berowra Heights,648.0
Others,Berowra Waters,77.0
Others,Berrilee,33.0
Others,Beverley Park,737.0
Others,Beverly Hills,3077.0
Others,Bexley,7628.0
Others,Bexley North,1302.0
Others,Bidwill (NSW),1251.0
Others,Bilgola Beach,35.0
Others,Bilgola Plateau,538.0
Others,Bilpin,116.0
Others,Birchgrove,718.0
Others,Birrong,780.0
Others,Blackett,957.0
Others,Blackheath,771.0
Others,Blacktown,16221.0
Others,Blackwall (NSW),308.0
Others,Blair Athol (NSW),1136.0
Others,Blairmount,110.0
Others,Blakehurst,1489.0
Others,Blaxland (NSW),836.0
Others,Blaxlands Ridge,87.0
Others,Bligh Park,539.0
Others,Blue Bay,162.0
Others,Blue Haven,701.0
Others,Bondi,4376.0
Others,Bondi Beach,4856.0
Others,Bondi Junction,4359.0
Others,Bonnet Bay,300.0
Others,Bonnyrigg,3053.0
Others,Bonnyrigg Heights,2858.0
Others,Booker Bay,209.0
Others,Bossley Park,6947.0
Others,Botany,2986.0
Others,Bouddi,3.0
Others,Bow Bowing,488.0
Others,Bowen Mountain,184.0
Others,Box Hill (NSW),172.0
Others,Bradbury (NSW),1793.0
Others,Breakfast Point,1163.0
Others,Brighton-le-Sands,3597.0
Others,Bringelly,586.0
Others,Bronte,1757.0
Others,Brooklyn (NSW),112.0
Others,Brookvale,926.0
Others,Brownlow Hill,108.0
Others,Budgewoi,422.0
Others,Buff Point,467.0
Others,Bullaburra,182.0
Others,Bundeena,279.0
Others,Bungarribee,900.0
Others,Burraneer,412.0
Others,Burwood (NSW),5178.0
Others,Burwood Heights,295.0
Others,Busby,1516.0
Others,Bushells Ridge,10.0
Others,Buxton (NSW),214.0
Others,Cabarita (NSW),478.0
Others,Cabramatta,6422.0
Others,Cabramatta West,1928.0
Others,Caddens,365.0
Others,Calga,36.0
Others,Cambridge Gardens,245.0
Others,Cambridge Park,1080.0
Others,Camden,458.0
Others,Camden Park (NSW),219.0
Others,Camden South,392.0
Others,Cammeray,1685.0
Others,Campbelltown (NSW),3455.0
Others,Camperdown (NSW),3081.0
Others,Campsie,10092.0
Others,Canada Bay,330.0
Others,Canley Heights,2963.0
Others,Canley Vale,3085.0
Others,Canoelands,46.0
Others,Canterbury (NSW),2817.0
Others,Canton Beach,189.0
Others,Caringbah,2018.0
Others,Caringbah South,1423.0
Others,Carlingford,7303.0
Others,Carlton (NSW),4062.0
Others,Carnes Hill,774.0
Others,Carramar (NSW),1453.0
Others,Carss Park,249.0
Others,Cartwright,894.0
Others,Castle Cove,663.0
Others,Castle Hill (NSW),10454.0
Others,Castlecrag,695.0
Others,Castlereagh,210.0
Others,Casula,6297.0
Others,Catherine Field,440.0
Others,Cattai,97.0
Others,Cawdor (NSW),75.0
Others,Cecil Hills,2681.0
Others,Cecil Park,258.0
Others,Cedar Brush Creek,27.0
Others,Centennial Park (NSW),745.0
Others,Central Colo,1.0
Others,Central Macdonald,14.0
Others,Central Mangrove,53.0
Others,Chain Valley Bay,317.0
Others,Charmhaven,316.0
Others,Chatswood,9787.0
Others,Chatswood West,387.0
Others,Cheero Point,11.0
Others,Cheltenham (NSW),425.0
Others,Cherrybrook,5840.0
Others,Chester Hill,4146.0
Others,Chifley (NSW),839.0
Others,Chippendale,3918.0
Others,Chipping Norton,2398.0
Others,Chiswick,924.0
Others,Chittaway Bay,235.0
Others,Chittaway Point,87.0
Others,Church Point,211.0
Others,Claremont Meadows,999.0
Others,Clarendon (NSW),13.0
Others,Clareville,107.0
Others,Claymore,961.0
Others,Clemton Park,522.0
Others,Clontarf (NSW),391.0
Others,Clovelly,1036.0
Others,Clyde (NSW),6.0
Others,Coasters Retreat,34.0
Others,Cobbitty,314.0
Others,Cogra Bay,3.0
Others,Colebee,637.0
Others,Collaroy (NSW),1693.0
Others,Collaroy Plateau,785.0
Others,Colo (Hawkesbury - NSW),10.0
Others,Colo Heights,66.0
Others,Colyton,2209.0
Others,Como (NSW),450.0
Others,Concord,3962.0
Others,Concord West,1584.0
Others,Condell Park,3854.0
Others,Connells Point,564.0
Others,Constitution Hill,1166.0
Others,Coogee (NSW),5128.0
Others,Copacabana,364.0
Others,Cornwallis,9.0
Others,Cottage Point,38.0
Others,Couridjah,48.0
Others,Cowan,88.0
Others,Cranebrook,2251.0
Others,Cremorne (NSW),3392.0
Others,Cremorne Point,669.0
Others,Cromer (NSW),1343.0
Others,Cronulla,3432.0
Others,Crows Nest (NSW),1527.0
Others,Croydon (NSW),3069.0
Others,Croydon Park (NSW),3496.0
Others,Cumberland Reach,14.0
Others,Curl Curl,540.0
Others,Currans Hill,798.0
Others,Daceyville,472.0
Others,Daleys Point,123.0
Others,Dangar Island,76.0
Others,Darling Point,1470.0
Others,Darlinghurst,4744.0
Others,Darlington (Sydney - NSW),859.0
Others,Davidson,517.0
Others,Davistown,277.0
Others,Dawes Point,94.0
Others,Dean Park,1098.0
Others,Dee Why,6889.0
Others,Denham Court,647.0
Others,Denistone,898.0
Others,Denistone East,564.0
Others,Denistone West,214.0
Others,Dharruk,881.0
Others,Dolans Bay,69.0
Others,Dolls Point,531.0
Others,Doonside,4995.0
Others,Dooralong,49.0
Others,Double Bay,1527.0
Others,Douglas Park,200.0
Others,Dover Heights,1497.0
Others,Doyalson,23.0
Others,Doyalson North,62.0
Others,Drummoyne,3205.0
Others,Duffys Forest,53.0
Others,Dulwich Hill,4272.0
Others,Dundas (NSW),1597.0
Others,Dundas Valley,1745.0
Others,Dural (Hornsby - NSW),1745.0
Others,Durren Durren,1.0
Others,Eagle Vale,1579.0
Others,Earlwood,5852.0
Others,East Gosford,781.0
Others,East Hills,678.0
Others,East Killara,928.0
Others,East Kurrajong,309.0
Others,East Lindfield,841.0
Others,East Ryde,462.0
Others,Eastern Creek,242.0
Others,Eastgardens,331.0
Others,Eastlakes,3504.0
Others,Eastwood (NSW),5561.0
Others,Ebenezer (NSW),110.0
Others,Edensor Park,4146.0
Others,Edgecliff,907.0
Others,Edmondson Park,932.0
Others,Elanora Heights,588.0
Others,Elderslie (Camden - NSW),738.0
Others,Elizabeth Bay,1885.0
Others,Elizabeth Hills,1086.0
Others,Ellis Lane,109.0
Others,Elvina Bay,33.0
Others,Emerton,753.0
Others,Empire Bay,265.0
Others,Emu Heights (NSW),312.0
Others,Emu Plains,1084.0
Others,Enfield (NSW),954.0
Others,Engadine,1670.0
Others,Englorie Park,151.0
Others,Enmore (Inner West - NSW),1062.0
Others,Epping (NSW),7181.0
Others,Erina,906.0
Others,Erina Heights,63.0
Others,Ermington,3184.0
Others,Erskine Park,1413.0
Others,Erskineville,2170.0
Others,Eschol Park,488.0
Others,Ettalong Beach,779.0
Others,Eveleigh,214.0
Others,Fairfield (NSW),10145.0
Others,Fairfield East,1950.0
Others,Fairfield Heights,4046.0
Others,Fairfield West,4811.0
Others,Fairlight,1225.0
Others,Faulconbridge,424.0
Others,Fernances,9.0
Others,Fiddletown,33.0
Others,Five Dock,2724.0
Others,Forest Glen (NSW),7.0
Others,Forest Lodge,1362.0
Others,Forestville (NSW),1950.0
Others,Forresters Beach,335.0
Others,Fountaindale,71.0
Others,Freemans Reach,225.0
Others,Frenchs Forest,2559.0
Others,Freshwater (NSW),1911.0
Others,Galston,448.0
Others,Georges Hall,2562.0
Others,Gilead,197.0
Others,Girraween (NSW),1716.0
Others,Gladesville,2920.0
Others,Glebe (NSW),3671.0
Others,Gledswood Hills,10.0
Others,Glen Alpine,991.0
Others,Glenbrook,577.0
Others,Glendenning,1679.0
Others,Glenfield (NSW),3662.0
Others,Glenhaven,1129.0
Others,Glenmore (NSW),15.0
Others,Glenmore Park,3592.0
Others,Glenning Valley,220.0
Others,Glenorie,721.0
Others,Glenwood (NSW),4798.0
Others,Glenworth Valley,0.0
Others,Glossodia,257.0
Others,Gordon (NSW),2541.0
Others,Gorokan,1220.0
Others,Gosford,994.0
Others,Granville (NSW),6875.0
Others,Grasmere,227.0
Others,Grays Point,352.0
Others,Great Mackerel Beach,9.0
Others,Green Point (Central Coast - NSW),919.0
Others,Green Point (Gosford - NSW),144.0
Others,Green Valley (NSW),5248.0
Others,Greenacre,10046.0
Others,Greendale (Liverpool - NSW),90.0
Others,Greenfield Park,2375.0
Others,Greengrove,8.0
Others,Greenhills Beach,109.0
Others,Greenwich,1422.0
Others,Gregory Hills,1220.0
Others,Greystanes,6608.0
Others,Grose Vale,143.0
Others,Grose Wold,88.0
Others,Guildford (NSW),9783.0
Others,Guildford West,1696.0
Others,Gunderman,61.0
Others,Gwandalan,339.0
Others,Gymea,1237.0
Others,Gymea Bay,703.0
Others,Haberfield,1790.0
Others,Halekulani,278.0
Others,Halloran,3.0
Others,Hamlyn Terrace,751.0
Others,Hammondville,816.0
Others,Hardys Bay,32.0
Others,Harrington Park,1716.0
Others,Harris Park,1618.0
Others,Hassall Grove,1567.0
Others,Hawkesbury Heights,52.0
Others,Haymarket,4953.0
Others,Hazelbrook,603.0
Others,Heathcote (NSW),517.0
Others,Hebersham,1942.0
Others,Heckenberg,1084.0
Others,Henley,97.0
Others,Higher Macdonald,-1.0
Others,Hillsdale,2644.0
Others,Hinchinbrook (NSW),4722.0
Others,Hobartville (NSW),373.0
Others,Holgate,119.0
Others,Holroyd,579.0
Others,Holsworthy,1471.0
Others,Homebush (NSW),2740.0
Others,Homebush West,3469.0
Others,Horningsea Park,1313.0
Others,Hornsby,7309.0
Others,Hornsby Heights,1105.0
Others,Horsfield Bay,110.0
Others,Horsley Park,631.0
Others,Hoxton Park,1810.0
Others,Hunters Hill,2095.0
Others,Huntleys Cove,185.0
Others,Huntleys Point,39.0
Others,Hurlstone Park,1565.0
Others,Hurstville,9367.0
Others,Hurstville Grove,609.0
Others,Illawong,1303.0
Others,Ingleburn,4887.0
Others,Ingleside,198.0
Others,Jamisontown,937.0
Others,Jannali,993.0
Others,Jilliby,210.0
Others,Jordan Springs,1070.0
Others,Kangaroo Point (NSW),112.0
Others,Kangy Angy,51.0
Others,Kanwal,722.0
Others,Kareela,548.0
Others,Kariong,902.0
Others,Katoomba,1460.0
Others,Kearns,517.0
Others,Kellyville,7231.0
Others,Kellyville Ridge,2921.0
Others,Kemps Creek,740.0
Others,Kensington (NSW),5701.0
Others,Kenthurst,767.0
Others,Kentlyn,157.0
Others,Kiar,6.0
Others,Killara (NSW),2766.0
Others,Killarney Heights,1065.0
Others,Killarney Vale,885.0
Others,Killcare,87.0
Others,Killcare Heights,76.0
Others,Kincumber,833.0
Others,Kincumber South,115.0
Others,Kingfisher Shores,8.0
Others,Kings Langley,1829.0
Others,Kings Park (NSW),727.0
Others,Kingsford (NSW),5262.0
Others,Kingsgrove,3976.0
Others,Kingswood (Penrith - NSW),2245.0
Others,Kirkham,98.0
Others,Kirrawee,1410.0
Others,Kirribilli,1225.0
Others,Kogarah,7073.0
Others,Kogarah Bay,528.0
Others,Koolewong,109.0
Others,Ku-Ring-Gai Chase,-3.0
Others,Kulnura,92.0
Others,Kurmond,105.0
Others,Kurnell,271.0
Others,Kurraba Point,416.0
Others,Kurrajong,406.0
Others,Kurrajong Heights,216.0
Others,Kurrajong Hills,83.0
Others,Kyeemagh,350.0
Others,Kyle Bay,198.0
Others,La Perouse,81.0
Others,Lake Haven,632.0
Others,Lake Munmorah,625.0
Others,Lakemba,9665.0
Others,Lakesland,77.0
Others,Lalor Park,1948.0
Others,Lane Cove,2872.0
Others,Lane Cove North,3804.0
Others,Lane Cove West,637.0
Others,Lansdowne (Canterbury-Bankstown - NSW),5.0
Others,Lansvale,633.0
Others,Lapstone,134.0
Others,Laughtondale,9.0
Others,Lavender Bay,285.0
Others,Lawson (NSW),368.0
Others,Leets Vale,21.0
Others,Leichhardt (NSW),3793.0
Others,Lemon Tree,9.0
Others,Leonay,378.0
Others,Leppington,1075.0
Others,Lethbridge Park,1287.0
Others,Leumeah,2456.0
Others,Leura,1059.0
Others,Lewisham (NSW),855.0
Others,Liberty Grove,902.0
Others,Lidcombe,9614.0
Others,Lilli Pilli (Sutherland Shire - NSW),149.0
Others,Lilyfield,1687.0
Others,Linden (NSW),80.0
Others,Lindfield,2677.0
Others,Linley Point,75.0
Others,Lisarow,565.0
Others,Little Bay,1524.0
Others,Little Jilliby,46.0
Others,Little Wobby,24.0
Others,Liverpool,15251.0
Others,Llandilo,361.0
Others,Loftus,373.0
Others,Londonderry (NSW),710.0
Others,Long Jetty,955.0
Others,Long Point (Campbelltown - NSW),52.0
Others,Longueville,361.0
Others,Lovett Bay,72.0
Others,Lower Macdonald,28.0
Others,Lower Mangrove,18.0
Others,Lower Portland,103.0
Others,Luddenham,325.0
Others,Lugarno,908.0
Others,Lurnea,4015.0
Others,Macmasters Beach,143.0
Others,Macquarie Fields,4832.0
Others,Macquarie Links,448.0
Others,Macquarie Park,3288.0
Others,Magenta (NSW),36.0
Others,Maianbar,68.0
Others,Malabar,1296.0
Others,Maldon (NSW),5.0
Others,Mangrove Creek,15.0
Others,Mangrove Mountain,113.0
Others,Manly (NSW),5044.0
Others,Manly Vale,1684.0
Others,Mannering Park,239.0
Others,Maraylya,162.0
Others,Marayong,2458.0
Others,Mardi,613.0
Others,Marlow,4.0
Others,Maroota,116.0
Others,Maroubra,11101.0
Others,Marrickville,8273.0
Others,Marsden Park,320.0
Others,Marsfield,4324.0
Others,Mascot,6121.0
Others,Matcham,135.0
Others,Matraville,3116.0
Others,Mays Hill,299.0
Others,McGraths Hill,279.0
Others,McMahons Point,677.0
Others,Meadowbank (NSW),1719.0
Others,Medlow Bath,120.0
Others,Megalong Valley,22.0
Others,Mellong,0.0
Others,Melrose Park (NSW),349.0
Others,Menai,1751.0
Others,Menangle,153.0
Others,Menangle Park,23.0
Others,Merrylands,12941.0
Others,Merrylands West,2722.0
Others,Middle Cove,288.0
Others,Middle Dural,227.0
Others,Middleton Grange,2030.0
Others,Miller,1155.0
Others,Millers Point,640.0
Others,Milperra,510.0
Others,Milsons Passage,6.0
Others,Milsons Point,893.0
Others,Minchinbury,1865.0
Others,Minto,4725.0
Others,Minto Heights,90.0
Others,Miranda (NSW),3253.0
Others,Mona Vale,1934.0
Others,Monterey,1681.0
Others,Mooney Mooney,39.0
Others,Mooney Mooney Creek,1.0
Others,Moore Park,18.0
Others,Moorebank,2561.0
Others,Morning Bay,13.0
Others,Mortdale,2911.0
Others,Mortlake (NSW),307.0
Others,Mosman,7480.0
Others,Mount Annan,1833.0
Others,Mount Colah,1308.0
Others,Mount Druitt,8547.0
Others,Mount Elliot (NSW),18.0
Others,Mount Hunter,98.0
Others,Mount Irvine,11.0
Others,Mount Kuring-Gai,285.0
Others,Mount Lewis,489.0
Others,Mount Pritchard,3194.0
Others,Mount Riverview,333.0
Others,Mount Tomah,19.0
Others,Mount Vernon,344.0
Others,Mount Victoria,207.0
Others,Mount White,38.0
Others,Mount Wilson,49.0
Others,Mountain Lagoon,15.0
Others,Mowbray Park,18.0
Others,Mulgoa,334.0
Others,Mulgrave (NSW),14.0
Others,Narara,1028.0
Others,Narellan,469.0
Others,Narellan Vale,864.0
Others,Naremburn,1568.0
Others,Narrabeen,1657.0
Others,Narraweena,1554.0
Others,Narwee,1950.0
Others,Nattai,6.0
Others,Nelson (The Hills Shire - NSW),51.0
Others,Neutral Bay,3320.0
Others,Newington (NSW),2190.0
Others,Newport (NSW),1448.0
Others,Newtown (NSW),4405.0
Others,Niagara Park,315.0
Others,Norah Head,92.0
Others,Noraville,418.0
Others,Normanhurst,1078.0
Others,North Avoca,296.0
Others,North Balgowlah,568.0
Others,North Bondi,3029.0
Others,North Curl Curl,769.0
Others,North Epping,959.0
Others,North Gosford,659.0
Others,North Manly,632.0
Others,North Narrabeen,997.0
Others,North Parramatta,4939.0
Others,North Richmond,525.0
Others,North Rocks,1805.0
Others,North Ryde,3101.0
Others,North St Marys,934.0
Others,North Strathfield,1753.0
Others,North Sydney,2701.0
Others,North Turramurra,1104.0
Others,North Wahroonga,489.0
Others,North Willoughby,1222.0
Others,Northbridge (NSW),1366.0
Others,Northmead,3023.0
Others,Northwood (NSW),232.0
Others,Oakdale (NSW),248.0
Others,Oakhurst (NSW),2644.0
Others,Oakville,279.0
Others,Oatlands (NSW),1537.0
Others,Oatley,1866.0
Others,Old Guildford,985.0
Others,Old Toongabbie,626.0
Others,Oran Park,1173.0
Others,Orangeville,130.0
Others,Orchard Hills,465.0
Others,Ourimbah,451.0
Others,Oxford Falls,35.0
Others,Oxley Park,1030.0
Others,Oyster Bay,629.0
Others,Paddington (NSW),3545.0
Others,Padstow,3515.0
Others,Padstow Heights,683.0
Others,Pagewood,1165.0
Others,Palm Beach (NSW),277.0
Others,Palm Grove (NSW),30.0
Others,Palmdale (NSW),10.0
Others,Panania,2551.0
Others,Parklea,1013.0
Others,Parramatta,8032.0
Others,Patonga,35.0
Others,Peakhurst,2418.0
Others,Peakhurst Heights,387.0
Others,Pearl Beach,115.0
Others,Peats Ridge,79.0
Others,Pemulwuy,1698.0
Others,Pendle Hill,2609.0
Others,Pennant Hills,1834.0
Others,Penrith,2954.0
Others,Penshurst (NSW),4259.0
Others,Petersham,2263.0
Others,Pheasants Nest,93.0
Others,Phegans Bay,72.0
Others,Phillip Bay,157.0
Others,Picketts Valley,24.0
Others,Picnic Point,1071.0
Others,Picton (NSW),610.0
Others,Pitt Town,291.0
Others,Pitt Town Bottoms,29.0
Others,Pleasure Point,104.0
Others,Plumpton (NSW),4205.0
Others,Point Clare,498.0
Others,Point Frederick,397.0
Others,Point Piper,439.0
Others,Port Hacking,124.0
Others,Potts Hill,365.0
Others,Potts Point,4836.0
Others,Prairiewood,1482.0
Others,Prestons,6003.0
Others,Pretty Beach (Central Coast - NSW),51.0
Others,Prospect (NSW),1655.0
Others,Punchbowl (Canterbury-Bankstown - NSW),9020.0
Others,Putney,896.0
Others,Putty,5.0
Others,Pymble,2806.0
Others,Pyrmont,5748.0
Others,Quakers Hill,7302.0
Others,Queens Park (NSW),807.0
Others,Queenscliff (NSW),986.0
Others,Raby,1273.0
Others,Ramsgate,309.0
Others,Ramsgate Beach,612.0
Others,Randwick,10424.0
Others,Ravensdale,25.0
Others,Razorback,149.0
Others,Redfern,4920.0
Others,Regents Park (NSW),1804.0
Others,Regentville,101.0
Others,Revesby,3653.0
Others,Revesby Heights,330.0
Others,Rhodes,4272.0
Others,Richmond (NSW),1019.0
Others,Richmond Lowlands,15.0
Others,Riverstone,1444.0
Others,Riverview (NSW),490.0
Others,Riverwood,4249.0
Others,Rockdale,8197.0
Others,Rocky Point (NSW),28.0
Others,Rodd Point,260.0
Others,Rooty Hill,6595.0
Others,Ropes Crossing,1967.0
Others,Rose Bay (NSW),3664.0
Others,Rosebery (NSW),3937.0
Others,Rosehill (NSW),1397.0
Others,Roselands,4124.0
Others,Rosemeadow,1843.0
Others,Roseville,2352.0
Others,Roseville Chase,328.0
Others,Rossmore (NSW),704.0
Others,Rouse Hill,1739.0
Others,Royal National Park,2.0
Others,Rozelle,2168.0
Others,Ruse,949.0
Others,Rushcutters Bay,1013.0
Others,Russell Lea,1253.0
Others,Rydalmere,2024.0
Others,Ryde,8985.0
Others,Sackville,80.0
Others,Sackville North,60.0
Others,Sadleir,1057.0
Others,San Remo (NSW),465.0
Others,Sandringham (NSW),340.0
Others,Sandy Point (NSW),97.0
Others,Sans Souci,3054.0
Others,Saratoga,442.0
Others,Scheyville,0.0
Others,Schofields,1136.0
Others,Scotland Island,137.0
Others,Seaforth (NSW),1444.0
Others,Sefton,1737.0
Others,Seven Hills (NSW),5725.0
Others,Shalvey,906.0
Others,Shanes Park,105.0
Others,Shelly Beach (NSW),124.0
Others,Silverdale (NSW),441.0
Others,Silverwater (Parramatta - NSW),1506.0
Others,Singletons Mill,6.0
Others,Smeaton Grange,2.0
Others,Smithfield (NSW),5317.0
Others,Somersby,177.0
Others,South Coogee,1635.0
Others,South Granville,2427.0
Others,South Hurstville,1492.0
Others,South Maroota,99.0
Others,South Penrith,1789.0
Others,South Turramurra,600.0
Others,South Wentworthville,2229.0
Others,South Windsor,846.0
Others,Spencer,97.0
Others,Spring Farm (NSW),583.0
Others,Springfield (Central Coast - NSW),461.0
Others,Springwood (NSW),1017.0
Others,St Albans (NSW),52.0
Others,St Andrews (NSW),1491.0
Others,St Clair (Penrith - NSW),4630.0
Others,St Helens Park,1282.0
Others,St Huberts Island,150.0
Others,St Ives (NSW),5391.0
Others,St Ives Chase,879.0
Others,St Johns Park,2395.0
Others,St Leonards (NSW),2428.0
Others,St Marys (NSW),3687.0
Others,St Peters (NSW),843.0
Others,Stanhope Gardens,2759.0
Others,Stanmore (NSW),2123.0
Others,Strathfield (NSW),10557.0
Others,Strathfield South,1221.0
Others,Summer Hill (Inner West - NSW),2135.0
Others,Summerland Point,272.0
Others,Sun Valley (NSW),20.0
Others,Surry Hills,7083.0
Others,Sutherland (NSW),2298.0
Others,Sydenham (NSW),393.0
Others,Sydney,10834.0
Others,Sydney Olympic Park,873.0
Others,Sylvania,2128.0
Others,Sylvania Waters,744.0
Others,Tacoma,63.0
Others,Tacoma South,25.0
Others,Tahmoor,730.0
Others,Tamarama,560.0
Others,Taren Point,344.0
Others,Tascott,236.0
Others,Telopea,1859.0
Others,Tempe,999.0
Others,Tennyson (NSW),53.0
Others,Tennyson Point,288.0
Others,Terrey Hills,497.0
Others,Terrigal,1649.0
Others,The Entrance,828.0
Others,The Entrance North,202.0
Others,The Oaks,296.0
Others,The Ponds,3465.0
Others,The Rocks (Sydney - NSW),393.0
Others,The Slopes,38.0
Others,Theresa Park,102.0
Others,Thirlmere,600.0
Others,Thornleigh,1912.0
Others,Toongabbie (NSW),4450.0
Others,Toowoon Bay,83.0
Others,Toukley,767.0
Others,Tregear,943.0
Others,Tuggerah,131.0
Others,Tuggerawong,146.0
Others,Tumbi Umbi,574.0
Others,Turramurra,2706.0
Others,Turrella,939.0
Others,Ultimo,4020.0
Others,Umina Beach,2583.0
Others,Upper Colo,8.0
Others,Upper Macdonald,8.0
Others,Valley Heights,134.0
Others,Varroville,30.0
Others,Vaucluse,3052.0
Others,Villawood,2227.0
Others,Vineyard,252.0
Others,Voyager Point,348.0
Others,Wadalba,356.0
Others,Wagstaffe,37.0
Others,Wahroonga,4186.0
